cl010114692;"Assiette en porcelaine de Chine";;;"R 1099";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010114694;"Assiette en porcelaine coquille d'oeuf à revers rubis";;"1700 / 1800  (XVIIIe siècle)";"R 1120";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010115226;"Tasse à thé avec soucoupe en porcelaine ""coquille d'oeuf"" d'un ensemble de trois (TH 497 à 499), d'un service (TH 497 à 504)";"Chine - atelier de Canton";"1730 / 1735  (XVIIIe siècle)";"TH 499";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010115233;"Plat ou plateau, avec la soupière TH 516";Anonyme;;"TH 517";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010115236;"Coupe en faïence blanche décorée à l'intérieur de fleurs et feuillage en relief";;;"SN 291";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";
cl010115749;"Panneau d'une suite de six (OAR 494 A à F) peints à décor chinois";Anonyme;"1785 / 1800  (Fin du XVIIIe siècle)";"OAR 494 A";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";MNR
cl010116167;"Plateau en laque, d'une paire (R 1463 et R 1464)";;"1800 / 1900  (XIXe siècle)";"R 1464";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116168;"Plateau en laque, d'une paire (R 1461 et R 1462)";;"1800 / 1900  (XIXe siècle)";"R 1462";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116184;"Petite coupe à anses";Anonyme;;"SN 860";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116187;"Vase en cristal de roche";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 140";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116237;"Coupe à anse en onyx";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 332";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116667;"Coupe-papier en jade, manche strié";;"1800 / 1900  (XIXe siècle)";"R 1344";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116669;"Coupe ronde en jade, sur pied bas";;"1800 / 1900  (XIXe siècle)";"R 1374";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116686;"Flacon en jade formé d'un canard dont le corps est gravé, les ailes forment le bouchon";;"1800 / 1900  (XIXe siècle)";"R 1363";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116924;"Soucoupe d'une paire (R 1006 et 1007)";;;"R 1006";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010116927;"Tasse à thé avec soucoupe mais sans couvercle, d'un service à thé et à café de douze pièces (R 1208 à 1219)";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 1212";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010117298;"Coupe en faïence blanche décorée intérieurement de deux corbeilles fleuries gravées Chine?";;;"SN 292";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";
cl010117465;"Soucoupe d'un ensemble de quatre (TH 500 à 503), d'un service (TH 497 à 504)";"Chine - atelier de Canton";"1700 / 1800  (XVIIIe siècle)";"TH 502";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010117995;"Assiette d'échantillon, d'un ensemble de dix-sept (TH 519 à 535)";;;"TH 527";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";
cl010118006;"Bol ""klapmuts"" à décor de coqs";"Chine, atelier de Jingdezhen";"1730 / 1740  (XVIIIe siècle)";"TH 456";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010118007;"Vase de section carrée";"Chine, atelier de Jingdezhen";"1600 / 1800  (XVIIe-XVIIIe siècle)";"TH 473";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010118008;"Tasse, d'un ensemble de quatre (TH 493 à 496)";;;"TH 495";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010118139;"Panneau d'une suite de six (OAR 494 A à F) peints à décor chinois";Anonyme;"1785 / 1800  (Fin du XVIIIe siècle)";"OAR 494 F";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";MNR
cl010096566;Assiette;;"vers 1650";"MR 195";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"Denon, [OArt] Salle 705 - Galerie d'Apollon, Vitrines tables, vitrine table 1";
cl010097748;"Plateau en émail cloisonné à décor d'oiseaux et de branches, d'une paire (R 1453 et R 1454)";;"1800 / 1900  (XIXe siècle)";"R 1453";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010097756;"Plateau en laque, d'une paire (R 1463 et R 1464)";;"1800 / 1900  (XIXe siècle)";"R 1463";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010098659;"Vase tabouret de Chine, d'une paire (OA 5482.2)";;1864;"OA 5482 1";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Versailles (France), Château - Domaine national de Versailles, Grand Trianon, salle d'exposition";
cl010098964;Vase;Anonyme;;"OA 6113";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), Musée national des Arts asiatiques - Guimet";
cl010101309;"Tasse et soucoupe";;;"R 1011";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010101849;"Tapis velours rectangulaire";Anonyme;;"OAR 600";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";MNR
cl010101919;"Vase plat en jade pâle";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 119";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010101921;"Petit personnage en jade vert pâle";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 128";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010101926;"Flambeau d'une paire avec R 160";Anonyme;"1800 / 1900  (XIXe siècle)";"R 152";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010101927;"Compte-gouttes en jade vert pâle";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 172";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010101928;"Théière en bronze doré et jade";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 180";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010102014;"Ornement en forme de boucle, jade gris clair";Anonyme;"1800 / 1900  (XIXe siècle)";"R 424";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010102117;"Assiette à revers carmin";;;"R 1018";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010102118;"Assiette, d'une paire (R 1025 et 1026)";"Chine - atelier de Canton";"1740 / 1750  (XVIIIe siècle)";"R 1025";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010102119;"Assiette, d'une paire (R 1025 et 1026)";"Chine - atelier de Canton";"1740 / 1750  (XVIIIe siècle)";"R 1026";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010102125;"Assiette en porcelaine coquille d'oeuf à revers rose";;"1700 / 1800  (XVIIIe siècle)";"R 1056";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010102126;"Bol avec couvercle";"Chine - atelier de Canton";"1700 / 1800  (XVIIIe siècle)";"R 1060";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010102127;"Assiette en porcelaine de Chine coquille d'oeuf à revers rubis";;"1700 / 1800  (XVIIIe siècle)";"R 1064";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010102131;"Assiette en porcelaine de Chine, coquille d'oeuf, revers rubis";;"1700 / 1800  (XVIIIe siècle)";"R 1072";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010102135;"Assiette en porcelaine de Chine coquille d'oeuf, revers rubis";;"1700 / 1800  (XVIIIe siècle)";"R 1084";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010102136;"Assiette à revers rubis Chine, Yong Tcheng";;"1700 / 1800  (XVIIIe siècle)";"R 1089";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010102137;"Assiette en porcelaine de Chine";"Chine, atelier de Jingdezhen";"vers 1730";"R 1093";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010102140;"Assiette en porcelaine coquille d'oeuf, revers rubis";;"1700 / 1800  (XVIIIe siècle)";"R 1097";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010102152;"Tasse et soucoupe";;"1700 / 1800  (XVIIIe siècle)";"R 1159";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010102153;"Vase ovoïde";;"1700 / 1800  (XVIIIe siècle [?])";"R 1192";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010102156;"Tasse à thé à bord festonné et soucoupe.";;"1700 / 1800  (XVIIIe siècle)";"R 1224";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010102169;"Socle cylindrique en jade";;"1800 / 1900  (XIXe siècle)";"R 1351";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010102341;"Brûle-parfum en forme de canard";Anonyme;"1900 / 2000  (XXe siècle)";"TH 286";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010102347;"Vase cornet";Anonyme;"1800 / 1900  (XIXe siècle)";"TH 296";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010102350;"Vase couvert meiping 梅瓶, d'une paire (TH 302)";Chine;"1700 / 1800  (XVIIIe siècle)";"TH 303";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010102356;"Brûle-parfum porté par trois personnages";Chine;"1440 / 1900  (Milieu du XVe siècle; XIXe siècle)";"TH 315";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Richelieu, [OArt] Salle 550 - Elise Dosne-Thiers, Vitrine 5, Etagère 1";
cl010102370;"Figure de luohan non identifiée";"Chine, Fujian (sud-est de la Chine)";"1650 / 1715  (2e moitié du XVIIe siècle ; Début du XVIIIe siècle)";"TH 341";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010102372;"Moine réjoui";"Chine, école de Jiading ; Hou Songyin 侯松音 侯松音";"1750 / 1915  (2e moitié du XVIIIe siècle ; Début du XXe siècle)";"TH 347";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010102378;"Tableau en bois en haut relief : cavaliers dans un paysage montagneux et boisé";Anonyme;;"TH 353";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010102380;Boîte;Chine;"1640 / 1660  (Milieu du XVIIe siècle)";"TH 357";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010102384;"Figurine : guerrier";Anonyme;"1800 / 1900  (XIXe siècle)";"TH 372";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Richelieu, [OArt] Salle 550 - Elise Dosne-Thiers, Vitrine 5, Etagère 3";
cl010102385;"Plateau en forme de pêche";Chine;"1700 / 1800  (XVIIIe siècle)";"TH 379";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010102528;"Vase ovoïde";Anonyme;"1800 / 1900  (XIXe siècle)";"TH 458";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010102529;"Vase ""lanterne"" à décor d'immortels taoïstes et de lettrés";Chine;"1700 / 1800  (XVIIIe siècle)";"TH 463";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010102532;"Plat rond (pendant du TH 467)";"Chine, atelier de Jingdezhen";"1723 / 1735  (2e quart du XVIIIe siècle)";"TH 468";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010102533;Vase;Anonyme;"1800 / 1900  (XIXe siècle)";"TH 472";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010102543;"Soucoupe d'un ensemble de quatre (TH 500 à 503), d'un service (TH 497 à 504)";"Chine - atelier de Canton";"1730 / 1735  (XVIIIe siècle)";"TH 500";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010102545;"Assiette d'échantillon, d'un ensemble de dix-sept (TH 519 à 535)";;;"TH 529";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";
cl010103030;Coupe;Anonyme;;"SN 287";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";
cl010103033;"Coupe évasée";Anonyme;;"SN 290";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";
cl010104478;"Vase cornet aux armes du duc d'Orléans d'une série de quatre (voir OA 5483, OA 5484 et OA 5485)";;"1700 / 1715  (Début du XVIIIe siècle)";"OA 5486";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105536;"Figurine en jade vert pâle";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 121";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105538;"Vase en jade vert pâle, en forme de théière";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 125";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105542;"Grande coupe en jade vert pâle, avec couvercle";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 130";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105543;"Jonque en jade vert pâle";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 132";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105547;"Vase en forme de cruche aplatie, à petite anse";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 142";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Abu Dhabi (Emirats Arabes Unis), Louvre Abu Dhabi";
cl010105548;"Vase en cristal de roche";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 143";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105552;"Vase à couvercle en jade";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 155";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105553;"Groupe en jade représentant un vieillard et un enfant qui déploient un rouleau de parchemin";Anonyme;"1800 / 1900  (XIXe siècle)";"R 158";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105560;"Petit vase en jade vert pâle à couvercle";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 166";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105561;"Ornement de chapeau";Anonyme;"1800 / 1900  (XIXe siècle)";"R 167";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105562;"Bonbonnière à couvercle en jade vert pâle";Anonyme;"1800 / 1900  (XIXe siècle)";"R 168";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105592;"Boîte plate à couvercle en jade vert pâle";;;"R 329";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105608;"Fontaine en porcelaine de Chine bleue";;"1700 / 1800  (XVIIIe siècle)";"R 392";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105611;"Petite théière à couvercle mobile en jade";;"1800 / 1900  (XIXe siècle)";"R 402";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105617;"Anneau en jade vert";Anonyme;"1800 / 1900  (XIXe siècle)";"R 430";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105618;"Flacon en jade gris avec bouchon";Anonyme;"1800 / 1900  (XIXe siècle)";"R 433";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105637;"Coupe ronde en émail de Canton";;;"R 958";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010105649;Assiette;;;"R 1022";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010105650;"Vase cornet en porcelaine de Chine";;;"R 1028";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010105654;"Tasse et soucoupe, d'une série de douze (R 1041 à 1052)";;"1735 / 1796  (XVIIIe siècle)";"R 1044";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010105655;"Tasse et soucoupe";"Chine - atelier de Canton";"1735 / 1745  (XVIIIe siècle)";"R 1046";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010105658;"Tasse et soucoupe, d'une série de douze (R 1041 à 1052)";;"1735 / 1796  (XVIIIe siècle)";"R 1051";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010105661;"Assiette coquille d'oeuf revers rubis";;"1700 / 1800  (XVIIIe siècle)";"R 1119";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010105665;"Tasse à revers rubis avec sa soucoupe";;"1735 / 1796  (XVIIIe siècle)";"R 1133";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010105666;"Tasse et soucoupe à revers rubis";;"1735 / 1796  (XVIIIe siècle)";"R 1134";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010105946;"Vase en jade vert pâle à deux petites anses";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 157";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010105958;"Petite théière à couvercle mobile";Anonyme;"1800 / 1900  (XIXe siècle)";"R 395";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010106142;"Sabre à poignée en jade gris";;"1800 / 1900  (XIXe siècle)";"R 808";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010106222;"Soucoupe, d'une série de douze (R 946 à 957)";;;"R 946";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106223;"Soucoupe, d'une série de douze (R 946 à 957)";;;"R 947";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106225;"Soucoupe, d'une série de douze (R 946 à 957)";;;"R 949";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106242;"Petite soucoupe d'une paire (R 1006 et 1007)";;;"R 1007";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106246;"Assiette creuse en porcelaine coquille d'oeuf, revers rubis";;;"R 1015";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106249;"Assiette en porcelaine de Chine coquille d'oeuf";;;"R 1031";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106255;"Tasse et soucoupe";"Chine - atelier de Canton";"1730 / 1735  (XVIIIe siècle)";"R 1045";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106259;"Assiette porcelaine de Chine coquille d'oeuf";;;"R 1059";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106262;"Assiette en porcelaine de Chine, coquille d'oeuf, revers rubis";;;"R 1071";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106265;"Assiette en porcelaine de Chine, coquille d'oeuf, revers rubis";;"1700 / 1800  (XVIIIe siècle)";"R 1078";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106267;"Assiette en porcelaine de Chine coquille d'oeuf à revers blanc et à bordure dorée";;"1700 / 1800  (XVIIIe siècle)";"R 1082";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106268;Assiette;"Chine, atelier de Jingdezhen";"1730 / 1735  (XVIIIe siècle)";"R 1083";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106269;"Assiette en porcelaine coquille d'oeuf, revers rubis";;"1723 / 1735  (2e quart du XVIIIe siècle)";"R 1087";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106271;"Assiette en porcelaine, coquille d'oeuf à revers rubis";;"1700 / 1800  (XVIIIe siècle)";"R 1090";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106272;"Assiette en porcelaine de Chine";;;"R 1092";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106274;Assiette;"Chine, atelier de Jingdezhen";"1730 / 1735  (XVIIIe siècle)";"R 1101";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106278;"Assiette en porcelaine coquille d'oeuf et revers rubis";;"1700 / 1800  (XVIIIe siècle)";"R 1110";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106279;"Assiette en porcelaine coquille d'oeuf et réserve rubis";;"1700 / 1800  (XVIIIe siècle)";"R 1115";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106281;"Assiette en porcelaine à revers rubis";;"1700 / 1800  (XVIIIe siècle)";"R 1121";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
